Station_ID,Station_Name,Basin,Year,Month,pr_mm_month,N_Valid_Days
AB0004,KH.EL-WAHADNEH,N.R.S.W,2001,10,0.0,31
AB0004,KH.EL-WAHADNEH,N.R.S.W,2001,11,0.0,30
AB0004,KH.EL-WAHADNEH,N.R.S.W,2001,12,0.0,31
AB0004,KH.EL-WAHADNEH,N.R.S.W,2002,1,0.0,31
AB0004,KH.EL-WAHADNEH,N.R.S.W,2002,2,0.0,28
AB0004,KH.EL-WAHADNEH,N.R.S.W,2002,3,0.0,31
AB0004,KH.EL-WAHADNEH,N.R.S.W,2002,4,0.0,30
AB0004,KH.EL-WAHADNEH,N.R.S.W,2002,5,0.0,31
AB0004,KH.EL-WAHADNEH,N.R.S.W,2002,6,0.0,30
AB0004,KH.EL-WAHADNEH,N.R.S.W,2002,7,0.0,31
AB0004,KH.EL-WAHADNEH,N.R.S.W,2002,8,0.0,31
AB0004,KH.EL-WAHADNEH,N.R.S.W,2002,9,0.0,30
AB0004,KH.EL-WAHADNEH,N.R.S.W,2002,10,2.8,31
AB0004,KH.EL-WAHADNEH,N.R.S.W,2002,11,39.5,30
AB0004,KH.EL-WAHADNEH,N.R.S.W,2002,12,163.5,31
AB0004,KH.EL-WAHADNEH,N.R.S.W,2003,1,41.0,31
AB0004,KH.EL-WAHADNEH,N.R.S.W,2003,2,188.7,28
AB0004,KH.EL-WAHADNEH,N.R.S.W,2003,3,191.5,31
AB0004,KH.EL-WAHADNEH,N.R.S.W,2003,4,23.0,30
AB0004,KH.EL-WAHADNEH,N.R.S.W,2003,5,0.0,31
AB0004,KH.EL-WAHADNEH,N.R.S.W,2003,6,0.0,30
AB0004,KH.EL-WAHADNEH,N.R.S.W,2003,7,0.0,31
AB0004,KH.EL-WAHADNEH,N.R.S.W,2003,8,0.0,31
AB0004,KH.EL-WAHADNEH,N.R.S.W,2003,9,0.0,30
AB0004,KH.EL-WAHADNEH,N.R.S.W,2003,10,0.0,31
AB0004,KH.EL-WAHADNEH,N.R.S.W,2003,11,16.0,30
AB0004,KH.EL-WAHADNEH,N.R.S.W,2003,12,69.5,31
AB0004,KH.EL-WAHADNEH,N.R.S.W,2004,1,156.0,31
AB0004,KH.EL-WAHADNEH,N.R.S.W,2004,2,72.0,29
AB0004,KH.EL-WAHADNEH,N.R.S.W,2004,3,23.2,31
AB0004,KH.EL-WAHADNEH,N.R.S.W,2004,4,0.0,30
AB0004,KH.EL-WAHADNEH,N.R.S.W,2004,5,0.0,31
AB0004,KH.EL-WAHADNEH,N.R.S.W,2004,6,0.0,30
AB0004,KH.EL-WAHADNEH,N.R.S.W,2004,7,0.0,31
AB0004,KH.EL-WAHADNEH,N.R.S.W,2004,8,0.0,31
AB0004,KH.EL-WAHADNEH,N.R.S.W,2004,9,0.0,30
AB0004,KH.EL-WAHADNEH,N.R.S.W,2004,10,25.0,31
AB0004,KH.EL-WAHADNEH,N.R.S.W,2004,11,139.0,30
AB0004,KH.EL-WAHADNEH,N.R.S.W,2004,12,19.5,31
AB0004,KH.EL-WAHADNEH,N.R.S.W,2005,1,88.5,31
AB0004,KH.EL-WAHADNEH,N.R.S.W,2005,2,162.5,28
AB0004,KH.EL-WAHADNEH,N.R.S.W,2005,3,2.5,31
AB0004,KH.EL-WAHADNEH,N.R.S.W,2005,4,5.0,30
AB0004,KH.EL-WAHADNEH,N.R.S.W,2005,5,0.2,31
AB0004,KH.EL-WAHADNEH,N.R.S.W,2005,6,0.0,30
AB0004,KH.EL-WAHADNEH,N.R.S.W,2005,7,0.0,31
AB0004,KH.EL-WAHADNEH,N.R.S.W,2005,8,0.0,31
AB0004,KH.EL-WAHADNEH,N.R.S.W,2005,9,0.0,30
AB0004,KH.EL-WAHADNEH,N.R.S.W,2005,10,6.0,31
AB0004,KH.EL-WAHADNEH,N.R.S.W,2005,11,55.0,30
AB0004,KH.EL-WAHADNEH,N.R.S.W,2005,12,91.0,31
AB0004,KH.EL-WAHADNEH,N.R.S.W,2006,1,112.0,31
AB0004,KH.EL-WAHADNEH,N.R.S.W,2006,2,109.0,28
AB0004,KH.EL-WAHADNEH,N.R.S.W,2006,3,3.0,31
AB0004,KH.EL-WAHADNEH,N.R.S.W,2006,4,81.0,30
AB0004,KH.EL-WAHADNEH,N.R.S.W,2006,5,0.0,31
AB0004,KH.EL-WAHADNEH,N.R.S.W,2006,6,0.0,30
AB0004,KH.EL-WAHADNEH,N.R.S.W,2006,7,0.0,31
AB0004,KH.EL-WAHADNEH,N.R.S.W,2006,8,0.0,31
AB0004,KH.EL-WAHADNEH,N.R.S.W,2006,9,0.0,30
AB0004,KH.EL-WAHADNEH,N.R.S.W,2006,10,56.0,31
AB0004,KH.EL-WAHADNEH,N.R.S.W,2006,11,22.5,30
AB0004,KH.EL-WAHADNEH,N.R.S.W,2006,12,51.0,31
AB0004,KH.EL-WAHADNEH,N.R.S.W,2007,1,45.0,31
AB0004,KH.EL-WAHADNEH,N.R.S.W,2007,2,98.5,28
AB0004,KH.EL-WAHADNEH,N.R.S.W,2007,3,42.0,31
AB0004,KH.EL-WAHADNEH,N.R.S.W,2007,4,26.0,30
AB0004,KH.EL-WAHADNEH,N.R.S.W,2007,5,7.5,31
AB0004,KH.EL-WAHADNEH,N.R.S.W,2007,6,0.0,30
AB0004,KH.EL-WAHADNEH,N.R.S.W,2007,7,0.0,31
AB0004,KH.EL-WAHADNEH,N.R.S.W,2007,8,0.0,31
AB0004,KH.EL-WAHADNEH,N.R.S.W,2007,9,0.0,30
AB0004,KH.EL-WAHADNEH,N.R.S.W,2007,10,0.0,31
AB0004,KH.EL-WAHADNEH,N.R.S.W,2007,11,32.0,30
AB0004,KH.EL-WAHADNEH,N.R.S.W,2007,12,21.0,31
AB0004,KH.EL-WAHADNEH,N.R.S.W,2008,1,74.0,31
AB0004,KH.EL-WAHADNEH,N.R.S.W,2008,2,67.0,29
AB0004,KH.EL-WAHADNEH,N.R.S.W,2008,3,7.0,31
AB0004,KH.EL-WAHADNEH,N.R.S.W,2008,4,0.0,30
AB0004,KH.EL-WAHADNEH,N.R.S.W,2008,5,5.0,31
AB0004,KH.EL-WAHADNEH,N.R.S.W,2008,6,0.0,30
AB0004,KH.EL-WAHADNEH,N.R.S.W,2008,7,0.0,31
AB0004,KH.EL-WAHADNEH,N.R.S.W,2008,8,0.0,31
AB0004,KH.EL-WAHADNEH,N.R.S.W,2008,9,0.0,30
AB0004,KH.EL-WAHADNEH,N.R.S.W,2008,10,26.0,31
AB0004,KH.EL-WAHADNEH,N.R.S.W,2008,11,8.0,30
AB0004,KH.EL-WAHADNEH,N.R.S.W,2008,12,92.0,31
AB0004,KH.EL-WAHADNEH,N.R.S.W,2009,1,27.0,31
AB0004,KH.EL-WAHADNEH,N.R.S.W,2009,2,131.0,28
AB0004,KH.EL-WAHADNEH,N.R.S.W,2009,3,95.0,31
AB0004,KH.EL-WAHADNEH,N.R.S.W,2009,4,14.0,30
AB0004,KH.EL-WAHADNEH,N.R.S.W,2009,5,0.0,31
AB0004,KH.EL-WAHADNEH,N.R.S.W,2009,6,0.0,30
AB0004,KH.EL-WAHADNEH,N.R.S.W,2009,7,0.0,31
AB0004,KH.EL-WAHADNEH,N.R.S.W,2009,8,0.0,31
AB0004,KH.EL-WAHADNEH,N.R.S.W,2009,9,0.0,30
AB0004,KH.EL-WAHADNEH,N.R.S.W,2009,10,30.0,31
AB0004,KH.EL-WAHADNEH,N.R.S.W,2009,11,64.0,30
AB0004,KH.EL-WAHADNEH,N.R.S.W,2009,12,74.0,31
AB0004,KH.EL-WAHADNEH,N.R.S.W,2010,1,57.0,31
AB0004,KH.EL-WAHADNEH,N.R.S.W,2010,2,105.0,28
AB0004,KH.EL-WAHADNEH,N.R.S.W,2010,3,4.0,31
AB0004,KH.EL-WAHADNEH,N.R.S.W,2010,4,0.0,30
AB0004,KH.EL-WAHADNEH,N.R.S.W,2010,5,2.0,31
AB0004,KH.EL-WAHADNEH,N.R.S.W,2010,6,0.0,30
AB0004,KH.EL-WAHADNEH,N.R.S.W,2010,7,0.0,31
AB0004,KH.EL-WAHADNEH,N.R.S.W,2010,8,0.0,31
AB0004,KH.EL-WAHADNEH,N.R.S.W,2010,9,0.0,30
AB0004,KH.EL-WAHADNEH,N.R.S.W,2010,10,0.0,31
AB0004,KH.EL-WAHADNEH,N.R.S.W,2010,11,0.0,30
AB0004,KH.EL-WAHADNEH,N.R.S.W,2010,12,42.0,31
AB0004,KH.EL-WAHADNEH,N.R.S.W,2011,1,84.0,31
AB0004,KH.EL-WAHADNEH,N.R.S.W,2011,2,109.0,28
AB0004,KH.EL-WAHADNEH,N.R.S.W,2011,3,76.5,31
AB0004,KH.EL-WAHADNEH,N.R.S.W,2011,4,0.0,30
AB0004,KH.EL-WAHADNEH,N.R.S.W,2011,5,17.5,31
AB0004,KH.EL-WAHADNEH,N.R.S.W,2011,6,0.0,30
AB0004,KH.EL-WAHADNEH,N.R.S.W,2011,7,0.0,31
AB0004,KH.EL-WAHADNEH,N.R.S.W,2011,8,0.0,31
AB0004,KH.EL-WAHADNEH,N.R.S.W,2011,9,0.0,30
AB0004,KH.EL-WAHADNEH,N.R.S.W,2011,10,0.0,31
AB0004,KH.EL-WAHADNEH,N.R.S.W,2011,11,73.0,30
AB0004,KH.EL-WAHADNEH,N.R.S.W,2011,12,28.5,31
AB0004,KH.EL-WAHADNEH,N.R.S.W,2012,1,117.0,31
AB0004,KH.EL-WAHADNEH,N.R.S.W,2012,2,60.0,29
AB0004,KH.EL-WAHADNEH,N.R.S.W,2012,3,55.0,31
AB0004,KH.EL-WAHADNEH,N.R.S.W,2012,4,0.0,30
AB0004,KH.EL-WAHADNEH,N.R.S.W,2012,5,0.0,31
AB0004,KH.EL-WAHADNEH,N.R.S.W,2012,6,0.0,30
AB0004,KH.EL-WAHADNEH,N.R.S.W,2012,7,0.0,31
AB0004,KH.EL-WAHADNEH,N.R.S.W,2012,8,0.0,31
AB0004,KH.EL-WAHADNEH,N.R.S.W,2012,9,0.0,30
AB0004,KH.EL-WAHADNEH,N.R.S.W,2012,10,0.0,31
AB0004,KH.EL-WAHADNEH,N.R.S.W,2012,11,72.5,30
AB0004,KH.EL-WAHADNEH,N.R.S.W,2012,12,91.8,31
AB0004,KH.EL-WAHADNEH,N.R.S.W,2013,1,237.0,31
AB0004,KH.EL-WAHADNEH,N.R.S.W,2013,2,8.5,28
AB0004,KH.EL-WAHADNEH,N.R.S.W,2013,3,0.0,31
AB0004,KH.EL-WAHADNEH,N.R.S.W,2013,4,0.0,30
AB0004,KH.EL-WAHADNEH,N.R.S.W,2013,5,0.0,31
AB0004,KH.EL-WAHADNEH,N.R.S.W,2013,6,0.0,30
AB0004,KH.EL-WAHADNEH,N.R.S.W,2013,7,0.0,31
AB0004,KH.EL-WAHADNEH,N.R.S.W,2013,8,0.0,31
AB0004,KH.EL-WAHADNEH,N.R.S.W,2013,9,0.0,30
AB0004,KH.EL-WAHADNEH,N.R.S.W,2013,10,0.0,31
AB0004,KH.EL-WAHADNEH,N.R.S.W,2013,11,3.0,30
AB0004,KH.EL-WAHADNEH,N.R.S.W,2013,12,164.4,31
AB0004,KH.EL-WAHADNEH,N.R.S.W,2014,1,0.0,31
AB0004,KH.EL-WAHADNEH,N.R.S.W,2014,2,0.0,28
AB0004,KH.EL-WAHADNEH,N.R.S.W,2014,3,92.5,31
AB0004,KH.EL-WAHADNEH,N.R.S.W,2014,4,0.0,30
AB0004,KH.EL-WAHADNEH,N.R.S.W,2014,5,41.5,31
AB0004,KH.EL-WAHADNEH,N.R.S.W,2014,6,0.0,30
AB0004,KH.EL-WAHADNEH,N.R.S.W,2014,7,0.0,31
AB0004,KH.EL-WAHADNEH,N.R.S.W,2014,8,0.0,31
AB0004,KH.EL-WAHADNEH,N.R.S.W,2014,9,0.0,30
AB0004,KH.EL-WAHADNEH,N.R.S.W,2014,10,0.0,31
AB0004,KH.EL-WAHADNEH,N.R.S.W,2014,11,0.0,30
AB0004,KH.EL-WAHADNEH,N.R.S.W,2014,12,0.0,31
AD0002,HARTHA,YARMOUK (JORDAN),1995,1,23.0,31
AD0002,HARTHA,YARMOUK (JORDAN),1995,2,71.0,28
AD0002,HARTHA,YARMOUK (JORDAN),1995,3,21.0,31
AD0002,HARTHA,YARMOUK (JORDAN),1995,4,16.0,30
AD0002,HARTHA,YARMOUK (JORDAN),1995,5,0.0,31
AD0002,HARTHA,YARMOUK (JORDAN),1995,6,0.0,30
AD0002,HARTHA,YARMOUK (JORDAN),1995,7,0.0,31
AD0002,HARTHA,YARMOUK (JORDAN),1995,8,0.0,31
AD0002,HARTHA,YARMOUK (JORDAN),1995,9,0.0,30
AD0002,HARTHA,YARMOUK (JORDAN),1995,10,0.0,31
AD0002,HARTHA,YARMOUK (JORDAN),1995,11,56.0,30
AD0002,HARTHA,YARMOUK (JORDAN),1995,12,25.0,31
AD0002,HARTHA,YARMOUK (JORDAN),1996,1,111.0,31
AD0002,HARTHA,YARMOUK (JORDAN),1996,2,39.0,29
AD0002,HARTHA,YARMOUK (JORDAN),1996,3,111.0,31
AD0002,HARTHA,YARMOUK (JORDAN),1996,4,12.0,30
AD0002,HARTHA,YARMOUK (JORDAN),1996,5,0.0,31
AD0002,HARTHA,YARMOUK (JORDAN),1996,6,0.0,30
AD0002,HARTHA,YARMOUK (JORDAN),1996,7,0.0,31
AD0002,HARTHA,YARMOUK (JORDAN),1996,8,0.0,31
AD0002,HARTHA,YARMOUK (JORDAN),1996,9,0.0,30
AD0002,HARTHA,YARMOUK (JORDAN),1996,10,23.0,31
AD0002,HARTHA,YARMOUK (JORDAN),1996,11,12.0,30
AD0002,HARTHA,YARMOUK (JORDAN),1996,12,25.0,31
AD0002,HARTHA,YARMOUK (JORDAN),1997,1,55.0,31
AD0002,HARTHA,YARMOUK (JORDAN),1997,2,89.0,28
AD0002,HARTHA,YARMOUK (JORDAN),1997,3,59.0,31
AD0002,HARTHA,YARMOUK (JORDAN),1997,4,12.4,30
AD0002,HARTHA,YARMOUK (JORDAN),1997,5,2.0,31
AD0002,HARTHA,YARMOUK (JORDAN),1997,6,0.0,30
AD0002,HARTHA,YARMOUK (JORDAN),1997,7,0.0,31
AD0002,HARTHA,YARMOUK (JORDAN),1997,8,0.0,31
AD0002,HARTHA,YARMOUK (JORDAN),1997,9,0.0,30
AD0002,HARTHA,YARMOUK (JORDAN),1997,10,30.9,31
AD0002,HARTHA,YARMOUK (JORDAN),1997,11,11.8,30
AD0002,HARTHA,YARMOUK (JORDAN),1997,12,78.0,31
AD0002,HARTHA,YARMOUK (JORDAN),1998,1,110.0,31
AD0002,HARTHA,YARMOUK (JORDAN),1998,2,50.0,28
AD0002,HARTHA,YARMOUK (JORDAN),1998,3,96.0,31
AD0002,HARTHA,YARMOUK (JORDAN),1998,4,15.0,30
AD0002,HARTHA,YARMOUK (JORDAN),1998,5,0.0,31
AD0002,HARTHA,YARMOUK (JORDAN),1998,6,0.0,30
AD0002,HARTHA,YARMOUK (JORDAN),1998,7,0.0,31
AD0002,HARTHA,YARMOUK (JORDAN),1998,8,0.0,31
AD0002,HARTHA,YARMOUK (JORDAN),1998,9,0.0,30
AD0002,HARTHA,YARMOUK (JORDAN),1998,10,0.0,31
AD0002,HARTHA,YARMOUK (JORDAN),1998,11,0.0,30
AD0002,HARTHA,YARMOUK (JORDAN),1998,12,31.5,31
AD0002,HARTHA,YARMOUK (JORDAN),1999,1,83.0,31
AD0002,HARTHA,YARMOUK (JORDAN),1999,2,50.0,28
AD0002,HARTHA,YARMOUK (JORDAN),1999,3,44.5,31
AD0002,HARTHA,YARMOUK (JORDAN),1999,4,8.0,30
AD0002,HARTHA,YARMOUK (JORDAN),1999,5,0.0,31
AD0002,HARTHA,YARMOUK (JORDAN),1999,6,0.0,30
AD0002,HARTHA,YARMOUK (JORDAN),1999,7,0.0,31
AD0002,HARTHA,YARMOUK (JORDAN),1999,8,0.0,31
AD0002,HARTHA,YARMOUK (JORDAN),1999,9,0.0,30
AD0002,HARTHA,YARMOUK (JORDAN),1999,10,0.0,31
AD0002,HARTHA,YARMOUK (JORDAN),1999,11,0.0,30
AD0002,HARTHA,YARMOUK (JORDAN),1999,12,28.5,31
AD0002,HARTHA,YARMOUK (JORDAN),2000,1,230.0,31
AD0002,HARTHA,YARMOUK (JORDAN),2000,2,45.5,29
AD0002,HARTHA,YARMOUK (JORDAN),2000,3,28.5,31
AD0002,HARTHA,YARMOUK (JORDAN),2000,4,0.0,30
AD0002,HARTHA,YARMOUK (JORDAN),2000,5,0.0,31
AD0002,HARTHA,YARMOUK (JORDAN),2000,6,0.0,30
AD0002,HARTHA,YARMOUK (JORDAN),2000,7,0.0,31
AD0002,HARTHA,YARMOUK (JORDAN),2000,8,0.0,31
AD0002,HARTHA,YARMOUK (JORDAN),2000,9,0.0,30
AD0002,HARTHA,YARMOUK (JORDAN),2000,10,21.0,31
AD0002,HARTHA,YARMOUK (JORDAN),2000,11,5.0,30
AD0002,HARTHA,YARMOUK (JORDAN),2000,12,80.5,31
AD0002,HARTHA,YARMOUK (JORDAN),2001,1,42.5,31
AD0002,HARTHA,YARMOUK (JORDAN),2001,2,70.0,28
AD0002,HARTHA,YARMOUK (JORDAN),2001,3,8.9,31
AD0002,HARTHA,YARMOUK (JORDAN),2001,4,2.2,30
AD0002,HARTHA,YARMOUK (JORDAN),2001,5,26.5,31
AD0002,HARTHA,YARMOUK (JORDAN),2001,6,0.0,30
AD0002,HARTHA,YARMOUK (JORDAN),2001,7,0.0,31
AD0002,HARTHA,YARMOUK (JORDAN),2001,8,0.0,31
AD0002,HARTHA,YARMOUK (JORDAN),2001,9,0.0,30
AD0002,HARTHA,YARMOUK (JORDAN),2001,10,7.5,31
AD0002,HARTHA,YARMOUK (JORDAN),2001,11,13.5,30
AD0002,HARTHA,YARMOUK (JORDAN),2001,12,97.0,31
AD0002,HARTHA,YARMOUK (JORDAN),2002,1,125.6,31
AD0002,HARTHA,YARMOUK (JORDAN),2002,2,48.0,28
AD0002,HARTHA,YARMOUK (JORDAN),2002,3,93.0,31
AD0002,HARTHA,YARMOUK (JORDAN),2002,4,58.0,30
AD0002,HARTHA,YARMOUK (JORDAN),2002,5,2.0,31
AD0002,HARTHA,YARMOUK (JORDAN),2002,6,0.0,30
AD0002,HARTHA,YARMOUK (JORDAN),2002,7,0.0,31
AD0002,HARTHA,YARMOUK (JORDAN),2002,8,0.0,31
AD0002,HARTHA,YARMOUK (JORDAN),2002,9,0.0,30
AD0002,HARTHA,YARMOUK (JORDAN),2002,10,19.3,31
AD0002,HARTHA,YARMOUK (JORDAN),2002,11,25.0,30
AD0002,HARTHA,YARMOUK (JORDAN),2002,12,246.0,31
AD0002,HARTHA,YARMOUK (JORDAN),2003,1,43.0,31
AD0002,HARTHA,YARMOUK (JORDAN),2003,2,300.5,28
AD0002,HARTHA,YARMOUK (JORDAN),2003,3,171.5,31
AD0002,HARTHA,YARMOUK (JORDAN),2003,4,12.0,30
AD0002,HARTHA,YARMOUK (JORDAN),2003,5,0.0,31
AD0002,HARTHA,YARMOUK (JORDAN),2003,6,0.0,30
AD0002,HARTHA,YARMOUK (JORDAN),2003,7,0.0,31
AD0002,HARTHA,YARMOUK (JORDAN),2003,8,0.0,31
AD0002,HARTHA,YARMOUK (JORDAN),2003,9,0.0,30
AD0002,HARTHA,YARMOUK (JORDAN),2003,10,0.0,31
AD0002,HARTHA,YARMOUK (JORDAN),2003,11,16.5,30
AD0002,HARTHA,YARMOUK (JORDAN),2003,12,88.5,31
AD0002,HARTHA,YARMOUK (JORDAN),2004,1,153.5,31
AD0002,HARTHA,YARMOUK (JORDAN),2004,2,79.5,29
AD0002,HARTHA,YARMOUK (JORDAN),2004,3,15.5,31
AD0002,HARTHA,YARMOUK (JORDAN),2004,4,1.5,30
AD0002,HARTHA,YARMOUK (JORDAN),2004,5,0.0,31
AD0002,HARTHA,YARMOUK (JORDAN),2004,6,0.0,30
AD0002,HARTHA,YARMOUK (JORDAN),2004,7,0.0,31
AD0002,HARTHA,YARMOUK (JORDAN),2004,8,0.0,31
AD0002,HARTHA,YARMOUK (JORDAN),2004,9,0.0,30
AD0002,HARTHA,YARMOUK (JORDAN),2004,10,0.0,31
AD0002,HARTHA,YARMOUK (JORDAN),2004,11,0.0,30
AD0002,HARTHA,YARMOUK (JORDAN),2004,12,0.0,31
AD0002,HARTHA,YARMOUK (JORDAN),2005,1,0.0,31
AD0002,HARTHA,YARMOUK (JORDAN),2005,2,0.0,28
AD0002,HARTHA,YARMOUK (JORDAN),2005,3,0.0,31
AD0002,HARTHA,YARMOUK (JORDAN),2005,4,0.0,30
AD0002,HARTHA,YARMOUK (JORDAN),2005,5,0.0,31
AD0002,HARTHA,YARMOUK (JORDAN),2005,6,0.0,30
AD0002,HARTHA,YARMOUK (JORDAN),2005,7,0.0,31
AD0002,HARTHA,YARMOUK (JORDAN),2005,8,0.0,31
AD0002,HARTHA,YARMOUK (JORDAN),2005,9,0.0,30
AD0002,HARTHA,YARMOUK (JORDAN),2005,10,6.5,31
AD0002,HARTHA,YARMOUK (JORDAN),2005,11,27.5,30
AD0002,HARTHA,YARMOUK (JORDAN),2005,12,85.0,31
AD0002,HARTHA,YARMOUK (JORDAN),2006,1,73.5,31
AD0002,HARTHA,YARMOUK (JORDAN),2006,2,101.0,28
AD0002,HARTHA,YARMOUK (JORDAN),2006,3,4.5,31
AD0002,HARTHA,YARMOUK (JORDAN),2006,4,64.0,30
AD0002,HARTHA,YARMOUK (JORDAN),2006,5,0.0,31
